WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,NETWORKSIZE,BETWEENNESS,NBETWEENNESS,DENSITY,BROKERAGE,NBROKERAGE,TRANSITIVITY,cNEU
263,92.84,48.48,68.87,80.8,9.39,15.21,78.33,39.54,6.46,3.04,1.52,0.38,1.14,0,0,3.42,5.32,15.97,6.46,3.8,3.04,1.52,13.31,4.94,1.9,1.14,4.56,3.42,7.6,5.32,2.28,0.38,0.76,1.52,3.8,0,0,0,0,8.37,1.14,0.76,1.52,1.52,1.14,2.28,3.04,1.52,0.76,0.38,3.04,0.38,0.38,0.38,1.52,6.08,0.76,3.8,1.14,0.76,0,3.04,7.98,1.9,20.53,2.66,7.98,10.65,3.8,3.42,0.38,1.14,0.76,0.38,1.52,0.38,0.76,0,0,0.38,21.29,11.79,2.66,0.38,0,0.38,1.52,0.76,0,2.66,0.38,0.76,288,39168,95.44,0.02,40303,0.49,0.13,y
886,72.62,67.41,38.11,96.63,11.22,14.11,81.49,42.55,11.96,8.24,4.18,0.11,1.35,2.03,0.56,3.72,4.97,11.74,5.98,4.4,5.42,1.02,16.03,3.61,1.13,1.47,3.84,0.9,9.37,7.11,2.14,0,0.9,0.11,10.38,0.45,0.45,2.48,0,7.22,1.02,1.47,1.69,1.58,0.9,1.24,1.13,0.68,0.11,0.34,1.81,0.79,0.34,0.11,0.23,7.9,2.93,0.9,1.69,2.37,0.23,3.95,11.51,2.03,16.48,3.39,6.66,6.77,2.03,1.92,1.13,0.79,0.23,0.11,8.35,0.9,6.66,0.56,0.79,0,33.41,16.82,1.58,1.35,0.11,1.47,3.27,2.82,0,1.47,1.02,3.5,322,49274,95.94,0.02,50466,0.49,0.12,n
62,97.26,62.65,13.99,99,12.4,14.52,79.03,43.55,6.45,4.84,3.23,0,0,1.61,0,1.61,8.06,17.74,8.06,3.23,0,1.61,19.35,1.61,1.61,1.61,3.23,1.61,6.45,6.45,0,0,0,0,8.06,0,1.61,0,1.61,8.06,0,3.23,1.61,3.23,0,0,1.61,1.61,0,0,1.61,0,0,0,1.61,8.06,3.23,1.61,0,3.23,0,1.61,17.74,1.61,14.52,3.23,8.06,3.23,1.61,3.23,1.61,1.61,0,0,3.23,0,0,3.23,0,0,20.97,6.45,0,0,0,0,8.06,0,0,3.23,0,3.23,595,172875,98.16,0.01,174859,0.5,0.05,n
27,34.9,50,1,1,5.4,18.52,96.3,66.67,11.11,3.7,0,0,3.7,0,0,7.41,7.41,14.81,18.52,11.11,0,7.41,29.63,0,0,3.7,0,0,11.11,3.7,7.41,0,3.7,3.7,7.41,0,0,0,0,25.93,0,3.7,3.7,7.41,7.41,3.7,0,0,0,0,3.7,0,3.7,0,0,3.7,0,0,0,3.7,0,0,25.93,0,3.7,0,3.7,0,3.7,0,0,0,0,0,3.7,0,3.7,0,0,0,22.22,14.81,0,0,0,3.7,0,0,0,3.7,0,0,294,39642.4,92.67,0.04,41550,0.49,0.21,y
160,85.6,33.09,63.85,81.93,11.43,13.12,82.5,45.62,6.88,5,4.38,0.62,0,0,0,1.88,8.12,13.75,10,5.62,4.38,0.62,16.25,5.62,0.62,1.88,0.62,1.25,8.12,5.62,2.5,0.62,1.25,0,2.5,0,0,0,0,8.12,1.88,1.25,1.25,1.88,0,2.5,4.38,2.5,0,1.25,1.88,0.62,0,0,1.25,5,0.62,2.5,0.62,0.62,0.62,3.12,12.5,0.62,15.62,3.12,6.25,6.25,1.88,1.88,0.62,0.62,0,0.62,5,0,4.38,0,0.62,0,15.62,7.5,1.88,0.62,0,1.88,2.5,0,0,0.62,0,0.62,333,53583.4,97.52,0.02,54306,0.49,0.07,n
13,99,50,17.46,99,6.5,38.46,69.23,46.15,0,0,0,0,0,0,0,0,7.69,23.08,0,7.69,7.69,0,7.69,7.69,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,15.38,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,61.54,23.08,0,0,0,0,7.69,0,0,0,0,30.77,194,18123.1,97.81,0.02,18313,0.49,0.06,n
221,76.45,44.61,26.29,68.47,20.09,20.81,84.16,51.58,7.69,4.98,2.71,0,0,1.81,0.45,2.71,9.5,12.22,9.5,6.33,7.24,1.36,17.19,3.62,0.45,0.45,0.9,1.36,5.88,4.07,1.81,0.45,0.45,0,5.43,0.9,0,1.81,1.81,9.5,0.9,0.9,1.36,2.26,1.36,2.71,3.62,2.26,0.9,0.45,5.43,1.36,2.26,0,2.26,3.62,0,0,1.81,1.81,0,5.88,10.41,2.26,14.03,1.81,5.88,7.24,0,3.17,1.36,0.45,0.45,0,0.45,0,0.45,0,0,0,37.56,19.91,1.81,1.36,0,0.45,1.36,1.36,0,4.07,1.81,5.43,174,13616.8,91.52,0.05,14360,0.48,0.19,n
77,81.8,18.16,85.21,74.18,11,22.08,74.03,38.96,7.79,5.19,5.19,0,0,0,0,2.6,5.19,11.69,9.09,5.19,2.6,0,16.88,9.09,6.49,0,1.3,0,5.19,3.9,1.3,0,0,0,0,0,0,0,0,7.79,0,1.3,1.3,1.3,0,3.9,2.6,2.6,0,0,5.19,0,2.6,0,3.9,3.9,0,3.9,1.3,2.6,0,1.3,10.39,5.19,19.48,2.6,7.79,10.39,1.3,1.3,1.3,0,0,0,0,0,0,0,0,0,20.78,5.19,7.79,0,0,0,2.6,0,2.6,2.6,0,0,176,14764.9,96.98,0.03,14973,0.49,0.09,y
139,63.07,25.86,98.3,25.77,9.93,15.83,87.05,53.24,9.35,5.04,4.32,0,0.72,0,0,4.32,7.91,14.39,8.63,11.51,5.76,2.88,17.99,2.88,0.72,0.72,1.44,0.72,2.88,1.44,1.44,0,0,0,5.04,0,0,0,0,9.35,2.16,0,0.72,1.44,2.88,3.6,5.04,2.88,0.72,1.44,5.76,2.16,3.6,0,0,4.32,1.44,2.16,0,0.72,0,2.88,13.67,2.16,24.46,4.32,7.91,14.39,0.72,1.44,0.72,0.72,0,0,1.44,1.44,0,0,0,0,30.22,17.27,0.72,1.44,0,0,2.88,1.44,0,5.04,1.44,0,1323,871606,99.82,0,872305,0.5,0.01,n
149,75.73,70.45,70.1,99,16.56,21.48,88.59,47.65,11.41,4.7,2.01,0,2.01,0,0.67,6.71,6.04,12.75,9.4,4.03,4.7,0,20.13,2.68,0.67,0.67,0,3.36,7.38,6.71,0.67,0,0,0.67,8.72,0,0,0,0,20.81,7.38,0,5.37,8.72,3.36,3.36,3.36,1.34,0,0,1.34,0.67,0.67,0,0,4.03,0.67,0.67,4.03,0,0.67,0.67,16.11,2.68,16.78,3.36,7.38,6.04,3.36,4.03,0,0.67,0.67,0,2.68,0,1.34,0.67,0,0,24.16,3.36,6.71,0,0,1.34,2.01,1.34,2.68,1.34,0,5.37,38,648.17,97.32,0.07,653,0.49,0.06,y
76,10.38,21.49,97.59,90.71,6.91,15.79,89.47,55.26,23.68,18.42,13.16,0,3.95,1.32,0,5.26,2.63,10.53,13.16,7.89,2.63,3.95,22.37,5.26,0,1.32,1.32,3.95,6.58,5.26,1.32,0,1.32,0,9.21,1.32,1.32,0,1.32,10.53,0,0,0,2.63,5.26,2.63,1.32,1.32,0,0,1.32,1.32,0,0,0,9.21,3.95,1.32,1.32,2.63,0,3.95,18.42,2.63,18.42,5.26,5.26,7.89,2.63,2.63,1.32,0,0,0,2.63,1.32,1.32,0,0,0,30.26,9.21,3.95,1.32,0,0,5.26,0,0,7.89,0,2.63,947,442522,99,0.01,444948,0.5,0.03,n
1713,62.31,59.69,64.53,65.58,17.48,15.88,85.64,51.66,13.13,9.11,3.85,1.58,1.34,2.1,0.23,4.03,6.89,12.96,8.76,6.36,5.6,2.1,16.11,3.91,1.46,1.23,1.63,2.04,6.83,4.44,2.34,0.58,0.18,0.53,8.35,0.23,0.12,2.28,0.06,10.33,1.81,1.28,1.23,2.63,1.58,2.69,2.69,1.34,0.41,0.76,2.86,0.99,1.23,0,0.29,6.48,2.69,0.93,1.63,1.4,0.41,2.39,13.25,2.34,18.21,2.69,8.35,7.88,1.81,1.58,0.82,0.47,0.12,0.12,1.81,0.18,1.28,0.12,0.29,0,22.3,6.65,2.69,0.58,0.06,0.58,3.97,0.41,0.93,2.86,0.58,2.98,175,14120.1,93.82,0.04,14554,0.48,0.22,y
3,92.84,50,1,99,3,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,36363.3,97.94,0.02,36794,0.5,0.04,n
12,1.8,1,23.51,25.77,4,8.33,91.67,41.67,16.67,0,0,0,0,0,0,16.67,0,8.33,16.67,16.67,0,8.33,16.67,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,8.33,0,0,0,8.33,0,0,16.67,0,8.33,0,0,8.33,0,0,0,0,0,0,25,8.33,8.33,8.33,0,0,291.67,0,0,0,0,0,275,0,0,16.67,0,0,134,8096.6,92.24,0.07,8311,0.47,0.35,y
39,97.77,60.13,17.46,25.77,9.75,43.59,46.15,7.69,0,0,0,0,0,0,0,0,2.56,5.13,0,0,0,0,0,0,0,0,15.38,2.56,0,0,0,0,0,0,2.56,2.56,0,0,2.56,10.26,7.69,0,5.13,2.56,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,2.56,2.56,2.56,0,2.56,0,12.82,0,7.69,5.13,12.82,0,0,2.56,0,0,0,0,0,0,0,0,76.92,15.38,5.13,7.69,0,15.38,0,0,0,0,15.38,17.95,622,184474,95.83,0.02,189353,0.49,0.21,n
174,82.4,15.04,99,1.88,11.6,13.22,85.06,50,14.37,12.64,10.92,0,0,1.72,0,1.72,7.47,14.94,3.45,5.17,6.9,0,11.49,2.87,2.3,1.15,4.02,1.15,4.02,0.57,3.45,0,0.57,1.15,2.87,0,0,0,1.72,9.2,1.72,0,1.15,5.75,1.15,1.15,2.3,2.3,0,0,1.72,1.15,0,0,0.57,7.47,0,1.15,3.45,0.57,2.3,5.75,6.32,4.6,24.71,4.02,8.05,14.37,4.6,0,1.15,1.15,0,0,2.3,1.15,1.15,0,0.57,0,18.97,14.37,1.15,0.57,0,0,0,0.57,0,1.15,0,1.15,257,24340.7,74.57,0.05,31404,0.48,0.16,n
498,30.32,35.13,53.24,97.46,5.86,14.06,79.72,44.18,17.27,11.45,8.63,0.2,1.41,0.6,0.6,5.82,3.21,8.03,8.84,6.63,4.42,1.81,13.86,7.43,1.61,1.61,6.83,1.2,11.45,8.23,3.01,0,0.8,0.4,8.23,1,0.4,1.2,0.6,10.44,2.01,1.81,1,2.01,1.41,2.61,5.02,1.61,2.01,1.41,2.01,0.4,0.6,0,0,6.63,2.61,1.41,3.01,1.41,0.2,1,12.65,1.41,9.84,1.2,4.22,4.62,1.41,4.22,0.2,0.2,0.6,0,6.02,0.6,3.41,1.41,0.6,0.2,39.76,17.07,0.8,6.43,0,0.4,12.05,0,0.4,1.2,0.4,1,413,82803.9,97.8,0.02,83757,0.49,0.07,n
68,69.82,50,47.25,94.01,8.5,20.59,85.29,42.65,10.29,5.88,2.94,0,0,0,2.94,4.41,2.94,11.76,2.94,8.82,4.41,1.47,14.71,5.88,0,0,0,2.94,10.29,7.35,2.94,0,1.47,0,8.82,0,1.47,1.47,0,10.29,0,1.47,2.94,1.47,1.47,2.94,2.94,0,0,1.47,4.41,1.47,2.94,0,0,4.41,1.47,0,1.47,1.47,0,2.94,8.82,1.47,17.65,1.47,5.88,10.29,1.47,4.41,1.47,1.47,1.47,0,10.29,1.47,5.88,1.47,1.47,0,47.06,16.18,0,1.47,0,0,23.53,0,0,1.47,0,4.41,1226,729549,97.31,0,749015,0.5,0,n
80,44.33,15.86,95.6,10.13,6.67,16.25,81.25,48.75,12.5,8.75,8.75,0,0,0,0,3.75,2.5,13.75,10,8.75,5,2.5,22.5,5,2.5,1.25,1.25,0,8.75,3.75,5,2.5,0,2.5,2.5,0,0,0,0,10,0,1.25,1.25,5,1.25,1.25,0,0,0,0,2.5,0,2.5,0,0,8.75,1.25,3.75,5,0,1.25,2.5,18.75,5,22.5,3.75,13.75,7.5,1.25,1.25,0,0,0,0,2.5,0,2.5,0,0,0,43.75,22.5,0,0,0,0,5,1.25,2.5,3.75,0,8.75,141,8399.66,86.33,0.07,9196,0.47,0.31,y
3,92.84,50,99,25.77,3,0,66.67,66.67,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,415,84621.1,98.98,0.01,84969,0.5,0.04,y
434,62.88,85.54,33.44,76.8,12.06,18.66,82.95,50.23,13.82,10.6,2.76,2.07,0.69,3,2.07,3.23,5.07,12.9,8.76,3.69,6.22,1.38,15.67,2.07,0.92,1.15,1.38,1.61,4.38,3.46,0.69,0,0.23,0.23,15.9,1.84,0.23,1.15,3,11.29,2.3,1.38,1.84,2.53,1.61,3.92,0.92,0.23,0.46,0,1.84,0,1.15,0,0.69,8.53,3.69,0.92,2.76,1.61,0.23,5.3,9.45,1.84,14.29,2.53,5.07,7.37,1.15,0.69,0.92,0.46,2.76,0.23,0.69,0,0,0.46,0.23,0,23.5,7.37,1.38,0.46,0,1.15,0.23,0.23,5.07,2.3,0,5.3,84,3223.35,94.72,0.06,3287,0.48,0.15,y
353,34.54,48.87,77.31,97.11,9.81,14.16,90.93,54.39,19.55,12.46,7.08,1.98,2.27,0.57,0.57,7.08,5.95,10.48,9.07,5.1,5.95,2.83,19.55,3.68,0.85,2.55,1.13,0.85,9.63,7.37,2.27,0.57,0.28,0.57,9.63,0.57,0.28,0.28,0.28,13.6,3.4,2.27,2.27,3.12,1.13,4.25,1.98,0.57,0.57,0.85,1.7,0.28,0.28,0,0.57,8.78,3.97,0.85,1.7,2.27,0.28,1.7,17,1.7,13.6,1.7,5.1,7.37,1.98,3.12,0.85,0.28,1.42,0,2.55,0,1.7,0,0.28,0.57,21.53,7.65,4.53,0,0.28,1.42,3.12,0,0.57,3.4,0,0.57,446,95134.1,96.3,0.02,97416,0.49,0.1,y
1530,45.83,38.92,56.37,88.73,13.54,13.66,85.1,50.46,14.9,10.33,7.06,0.26,1.96,0.85,0.2,4.58,6.08,10.26,10.33,5.49,5.42,2.16,17.84,4.05,1.83,1.57,2.16,1.37,9.08,6.41,2.68,0.13,1.76,0.26,8.63,0.46,0.59,0.65,0.78,11.05,1.37,1.31,2.81,3.4,0.65,3.53,2.48,0.65,1.31,0.46,2.88,1.63,0.39,0.13,0.65,6.08,1.57,1.76,1.9,2.16,0.2,4.77,10.39,2.16,13.66,1.24,6.67,5.88,1.44,3.79,0.72,0.33,0.39,0.26,3.66,0.92,1.76,0.39,0.52,0,20.85,7.58,4.64,0.72,0.07,1.18,0,0.46,0.92,3.86,0.39,1.05,253,26645.7,84.25,0.07,29632,0.47,0.39,n
448,80.46,55.32,33.99,29.5,13.18,24.11,72.54,41.07,8.71,4.46,2.23,0.45,1.12,0.22,0.45,4.02,6.47,12.05,8.04,5.36,3.79,1.12,13.17,3.57,1.34,1.56,3.79,1.34,6.03,3.12,2.9,0.67,1.12,0.22,6.25,0.22,0.89,0,0.45,10.94,2.01,2.01,1.56,2.68,1.79,2.68,2.46,0.45,1.56,0.22,1.56,0.45,0,0.45,0.45,6.7,2.23,1.34,2.46,0.45,0.89,1.34,10.94,0.45,13.39,1.79,7.59,4.24,4.24,2.68,0.45,0.89,0.22,0.45,1.34,0.45,0.22,0.22,0.45,0,28.35,7.81,4.02,1.12,0.22,0.45,0.45,0.45,1.79,5.13,2.68,4.24,213,20225.1,90.43,0.07,21100,0.47,0.44,n
83,33.39,80.04,24.54,25.77,10.38,16.87,86.75,54.22,14.46,8.43,2.41,3.61,2.41,0,0,6.02,6.02,9.64,8.43,8.43,6.02,4.82,15.66,1.2,0,4.82,3.61,2.41,7.23,3.61,3.61,0,2.41,0,14.46,0,3.61,0,0,9.64,2.41,2.41,0,1.2,2.41,2.41,2.41,1.2,0,1.2,3.61,1.2,1.2,1.2,0,14.46,8.43,2.41,0,4.82,0,1.2,14.46,0,9.64,0,3.61,7.23,2.41,2.41,0,0,0,0,2.41,2.41,0,0,0,0,30.12,13.25,6.02,0,0,1.2,7.23,0,0,2.41,0,0,343,56515.9,96.92,0.02,57442,0.49,0.1,n
25,62.61,5.5,87.83,1,25,8,80,40,16,16,16,0,0,0,0,0,8,4,12,0,0,0,16,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,8,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,16,0,0,16,0,0,0,0,0,0,12,0,12,0,0,0,24,12,0,0,0,0,0,0,0,4,0,8,295,42927.7,99.67,0.01,42998,0.5,0.01,y
113,77.91,50,2.17,25.77,12.56,20.35,69.91,40.71,4.42,0.88,0.88,0,0,0,0,3.54,7.08,10.62,10.62,3.54,7.96,0.88,15.93,8.85,1.77,0.88,4.42,1.77,7.08,3.54,3.54,0,1.77,0.88,7.96,0,1.77,0,0,10.62,1.77,0.88,0.88,4.42,0.88,4.42,4.42,1.77,0.88,1.77,3.54,1.77,0.88,0.88,0,5.31,3.54,0,0.88,0.88,0.88,1.77,12.39,0,2.65,0.88,0.88,0.88,0,1.77,0,0.88,0,0,1.77,1.77,0.88,0,0,0,28.32,7.08,0.88,0,0,0.88,2.65,3.54,0,0,4.42,8.85,443,92762.5,95.18,0.02,95665,0.49,0.15,y
14,92.84,23.75,52.86,25.77,14,7.14,78.57,28.57,7.14,7.14,7.14,0,0,0,0,0,14.29,0,0,7.14,0,0,14.29,14.29,7.14,0,0,0,14.29,7.14,7.14,0,0,7.14,7.14,0,7.14,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,7.14,7.14,0,0,0,14.29,7.14,0,7.14,0,0,0,14.29,0,21.43,0,7.14,14.29,0,0,0,0,0,0,7.14,7.14,0,0,0,0,21.43,7.14,7.14,0,0,0,0,7.14,0,0,0,0,329,49454.7,92.22,0.03,52282,0.49,0.17,y
19,63.17,1,99,25.77,9.5,26.32,73.68,57.89,0,0,0,0,0,0,0,0,5.26,15.79,5.26,10.53,15.79,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,21.05,0,0,0,5.26,0,21.05,0,0,0,0,10.53,0,5.26,0,10.53,0,0,0,0,0,0,0,10.53,0,21.05,0,15.79,5.26,0,10.53,0,0,0,0,0,0,0,0,0,0,36.84,36.84,0,0,0,0,0,0,0,0,0,0,714,245021,96.53,0.02,250442,0.49,0.16,y
81,28.64,77.05,26.79,99,11.57,14.81,81.48,48.15,18.52,11.11,6.17,0,3.7,0,1.23,7.41,4.94,7.41,12.35,3.7,6.17,0,17.28,4.94,3.7,0,0,1.23,12.35,9.88,2.47,0,2.47,0,11.11,0,1.23,0,0,3.7,0,0,2.47,3.7,0,1.23,2.47,1.23,1.23,0,3.7,2.47,0,0,0,6.17,2.47,2.47,2.47,2.47,0,2.47,17.28,2.47,12.35,3.7,7.41,1.23,1.23,1.23,0,0,0,2.47,8.64,0,3.7,4.94,0,0,22.22,11.11,0,0,0,0,11.11,0,0,0,0,0,478,111885,98.55,0.01,113210,0.5,0.02,n
189,71.14,66.4,76.81,92.86,6.52,20.11,86.24,46.56,12.7,7.94,4.76,1.06,0.53,0.53,1.06,4.76,5.82,12.17,5.29,5.82,4.23,2.65,12.17,7.94,2.12,0,4.23,2.12,8.47,6.35,2.12,0,0,0.53,11.64,0,3.17,0,0.53,12.7,2.65,0.53,1.59,5.29,3.7,1.59,2.65,1.59,0,0.53,0,0,0,0,0,9.52,5.82,1.06,2.12,1.59,0,4.76,7.94,1.59,18.52,2.12,8.99,7.41,1.59,2.65,0,0,0,0,2.12,0,1.06,0.53,0.53,0,52.38,16.4,3.17,0,0,0.53,22.75,0,0,3.17,3.17,3.17,61,1761,99.49,0.04,1761,0.5,0.02,n
179,54.29,93.41,36.91,77.23,14.92,11.73,88.83,51.4,16.76,10.06,2.79,1.68,2.79,1.12,1.68,6.7,3.91,14.53,7.26,4.47,7.26,1.68,15.64,3.91,0.56,3.35,1.12,1.68,7.26,5.03,2.23,1.12,0.56,0.56,17.88,2.23,1.12,0,1.12,8.38,1.68,1.12,2.23,2.79,0.56,2.79,2.79,2.79,0,0,3.91,0,1.68,0,1.68,15.08,7.82,2.23,4.47,1.12,0,3.91,10.61,2.79,15.08,1.12,7.82,6.7,0.56,4.47,3.35,0,2.79,0,1.12,0,1.12,0,0,0,22.35,12.29,1.68,0,0,0,1.68,0,0,2.79,1.12,2.79,166,12689.4,93.79,0.04,13137,0.49,0.17,y
49,72.22,27.03,59.54,1,9.8,8.16,79.59,40.82,10.2,4.08,4.08,0,0,0,0,6.12,2.04,14.29,6.12,8.16,2.04,2.04,12.24,4.08,0,0,2.04,2.04,4.08,0,4.08,0,4.08,0,4.08,0,0,0,0,6.12,0,4.08,0,0,2.04,0,2.04,0,2.04,0,6.12,2.04,2.04,2.04,0,4.08,0,2.04,2.04,0,0,0,14.29,2.04,18.37,4.08,4.08,12.24,4.08,2.04,0,0,2.04,0,6.12,4.08,0,2.04,0,0,14.29,8.16,2.04,0,0,0,0,0,0,0,0,4.08,494,117689,97.04,0.01,119963,0.49,0.08,n
799,66.86,68.27,30.99,29.97,13.54,15.64,88.24,51.94,10.51,5.51,0.88,0.75,0.63,3.13,0.13,5.01,7.26,12.89,11.01,5.26,6.01,1.75,23.15,3.5,1.5,1.38,2.38,2.13,4.88,2.5,2.25,0.75,0.5,0.5,9.76,0.13,0.13,0,3.13,12.52,2.63,2,1.63,3.25,1.38,3.75,3.13,0.75,0.88,1,4.26,0.13,0.5,0,3.63,6.01,1.88,0.88,1.88,1.5,0.25,4.01,14.14,2.75,15.52,3.5,7.01,4.76,2.25,1.63,0.5,0.63,0.75,0.13,0.5,0,0.25,0,0.13,0.13,19.4,5.38,1.5,1.5,0,0.25,4.88,0.75,0.25,1,1,2.88,955,441841,97.2,0.01,450439,0.5,0.08,n
89,24.1,50,14.33,1,8.9,16.85,84.27,53.93,14.61,11.24,4.49,1.12,1.12,4.49,0,3.37,2.25,11.24,14.61,3.37,6.74,4.49,20.22,6.74,3.37,0,1.12,2.25,3.37,0,3.37,0,1.12,1.12,11.24,0,0,4.49,0,10.11,2.25,1.12,3.37,3.37,0,3.37,3.37,1.12,1.12,1.12,3.37,2.25,0,1.12,0,4.49,2.25,1.12,1.12,0,0,3.37,13.48,5.62,12.36,1.12,6.74,5.62,2.25,0,3.37,0,0,0,3.37,1.12,2.25,0,1.12,0,37.08,19.1,5.62,1.12,0,1.12,1.12,0,4.49,2.25,0,2.25,436,90799.3,96.19,0.02,92952,0.49,0.11,y
6,99,50,23.51,25.77,3,0,66.67,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,94,3706.68,86.65,0.09,3973,0.46,0.39,y
87,62.37,82.12,20.67,85.87,14.5,17.24,85.06,54.02,17.24,6.9,1.15,0,5.75,0,0,10.34,5.75,13.79,9.2,1.15,6.9,1.15,13.79,2.3,0,0,0,1.15,8.05,5.75,2.3,0,2.3,0,10.34,0,2.3,0,0,6.9,1.15,0,1.15,2.3,1.15,4.6,5.75,2.3,2.3,1.15,0,0,0,0,0,6.9,3.45,0,1.15,2.3,0,1.15,8.05,1.15,10.34,0,4.6,4.6,3.45,3.45,0,0,2.3,0,1.15,0,1.15,0,0,0,14.94,3.45,4.6,1.15,0,0,2.3,2.3,0,1.15,0,0,542,138053,94.51,0.01,145576,0.5,0.01,y
33,92.84,72.77,1,99,8.25,12.12,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,6.06,0,0,0,0,6.06,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,3.03,0,0,0,3.03,0,0,0,3.03,3.03,0,0,0,0,0,0,0,0,15.15,0,15.15,6.06,0,0,12.12,0,0,0,0,0,9.09,3.03,0,0,0,0,321,48543.8,95.11,0.03,49782,0.49,0.22,n
9,98.75,99,4.97,99,4.5,0,88.89,33.33,11.11,11.11,0,0,11.11,0,0,0,0,22.22,0,0,0,0,11.11,0,0,0,0,11.11,22.22,22.22,0,0,0,0,22.22,11.11,0,0,0,11.11,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,11.11,0,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,22.22,0,11.11,0,11.11,0,0,0,22.22,11.11,0,0,0,0,11.11,0,0,0,0,0,70,1969.99,83.97,0.1,2172,0.46,0.29,y
28,83,50,99,87.2,7,7.14,75,39.29,10.71,10.71,7.14,0,3.57,0,0,0,3.57,14.29,14.29,0,0,0,25,3.57,3.57,0,7.14,3.57,3.57,3.57,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,3.57,17.86,3.57,35.71,10.71,10.71,14.29,0,0,0,0,0,0,3.57,0,3.57,0,0,0,46.43,17.86,0,3.57,0,0,3.57,10.71,0,3.57,0,7.14,447,95181.3,95.92,0.02,97635,0.49,0.13,y
1,92.84,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,10140.3,93.22,0.04,10581,0.49,0.11,y
12,60.8,4.8,98.01,99,6,25,100,50,16.67,8.33,8.33,0,0,0,0,8.33,8.33,8.33,0,8.33,8.33,0,16.67,0,0,0,0,8.33,16.67,16.67,0,0,0,0,0,0,0,0,0,33.33,8.33,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,16.67,0,0,16.67,0,0,0,0,8.33,0,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,0,161,11667.8,91.73,0.05,12225,0.48,0.26,y
